	Accession org1	Taxonomic level 1: org1	Taxonomic level 2: org1	Taxonomic level 3: org1	Genus org1	Species org1	Accession org2	Taxonomic level 1: org2	Taxonomic level 2: org2	Taxonomic level 3: org2	Genus org2	Species org2	Reference 	Link	Ecological interaction	key_org1	key_org2	lineage_org1	lineage_org2
180		Eukaryote	Alveolata	Ciliophora	Tintinnopsis	campanula		Eukaryote	Alveolata	Dinoflagellata	Duboscquodinium	kofoidi	Chatton 1952	Classe des Dinoflagellés ou Péridiniens. Dinoflagellés parasites. 	parasitism	Eukaryote;Alveolata;Ciliophora;Tintinnopsis;campanula	Eukaryote;Alveolata;Dinoflagellata;Duboscquodinium;kofoidi	[4, 8770, 8771, 8848, 8849, 9096, 9097, 9115]	[4, 8770, 8771, 9217, 0, 0, 0, 0]
181		Eukaryote	Alveolata	Ciliophora	Codonella	campanula		Eukaryote	Alveolata	Dinoflagellata	Duboscquodinium	kofoidi	Chatton 1952		parasitism	Eukaryote;Alveolata;Ciliophora;Codonella;campanula	Eukaryote;Alveolata;Dinoflagellata;Duboscquodinium;kofoidi	[4, 8770, 8771, 8848, 8849, 9096, 9097, 9100]	[4, 8770, 8771, 9217, 0, 0, 0, 0]
182		Eukaryote	Stramenopiles	Diatomea	Chaetoceros	decipiens		Eukaryote	Alveolata	Dinoflagellata	Paulsenella	chaetoceratis	Chatton 1952		parasitism	Eukaryote;Stramenopiles;Diatomea;Chaetoceros;decipiens	Eukaryote;Alveolata;Dinoflagellata;Paulsenella;chaetoceratis	[4, 8770, 9629, 9782, 9842, 0, 0, 9850]	[4, 8770, 8771, 9217, 0, 0, 0, 0]
183		Eukaryote	Stramenopiles	Diatomea	Chaetoceros	boreale		Eukaryote	Alveolata	Dinoflagellata	Paulsenella	chaetoceratis	Chatton 1952		parasitism	Eukaryote;Stramenopiles;Diatomea;Chaetoceros;boreale	Eukaryote;Alveolata;Dinoflagellata;Paulsenella;chaetoceratis	[4, 8770, 9629, 9782, 9842, 0, 0, 9850]	[4, 8770, 8771, 9217, 0, 0, 0, 0]
184		Eukaryote	Alveolata	Dinoflagellata	Gymnodinium	sanguineum		Eukaryote	Alveolata	Syndiniales	Amoebophrya	ceratii	Coats et al. 1996	10.3354/ame011001	parasitism	Eukaryote;Alveolata;Dinoflagellata;Gymnodinium;sanguineum	Eukaryote;Alveolata;Syndiniales;Amoebophrya;ceratii	[4, 8770, 8771, 9217, 9219, 9232, 9234, 9239]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
185		Eukaryote	Alveolata	Dinoflagellata	Gyrodinium	uncatenum		Eukaryote	Alveolata	Syndiniales	Amoebophrya	ceratii	Coats et al. 1996	10.3354/ame011001	parasitism	Eukaryote;Alveolata;Dinoflagellata;Gyrodinium;uncatenum	Eukaryote;Alveolata;Syndiniales;Amoebophrya;ceratii	[4, 8770, 8771, 9217, 9219, 9232, 0, 9246]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
186		Eukaryote	Alveolata	Dinoflagellata	Scrippsiella	trochoidea		Eukaryote	Alveolata	Syndiniales	Amoebophrya	ceratii	Coats et al. 1996	10.3354/ame011001	parasitism	Eukaryote;Alveolata;Dinoflagellata;Scrippsiella;trochoidea	Eukaryote;Alveolata;Syndiniales;Amoebophrya;ceratii	[4, 8770, 8771, 9217, 9219, 0, 9320, 9325]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
187		Eukaryote	Alveolata	Dinoflagellata	Gymnodinium	instriatum	HM483394	Eukaryote	Alveolata	Syndiniales	Amoebophrya		Coats et al. 2010	10.1111/j.1550-7408.2010.00504.x	parasitism	Eukaryote;Alveolata;Dinoflagellata;Gymnodinium;instriatum	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Amoebophrya;Amoebophrya sp. ex Gymnodinium instriatum	[4, 8770, 8771, 9217, 9219, 9232, 9234, 9239]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
188		Eukaryote	Alveolata	Dinoflagellata	Akashiwo	sanguinea	HM483395	Eukaryote	Alveolata	Syndiniales	Amoebophrya		Coats et al. 2010	10.1111/j.1550-7408.2010.00504.x	parasitism	Eukaryote;Alveolata;Dinoflagellata;Akashiwo;sanguinea	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Amoebophrya;Amoebophrya sp. ex Akashiwo sanguineaum	[4, 8770, 8771, 9217, 9219, 9232, 9247, 9248]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
189		Eukaryote	Alveolata	Ciliophora	Favella	panamensis	JN606065	Eukaryote	Alveolata	Syndiniales	Euduboscquella	crenulata	Coats et al. 2012	10.1111/j.1550-7408.2011.00588.x	parasitism	Eukaryote;Alveolata;Ciliophora;Favella;panamensis	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Duboscquella;Euduboscquella crenulata	[4, 8770, 8771, 8848, 8849, 9096, 9097, 9105]	[4, 8770, 8771, 9360, 9376, 0, 0, 9378]
190		Eukaryote	Alveolata	Ciliophora	Strombidium	pollostomum		Eukaryote	Alveolata	Syndiniales	Amoebophrya		Coats et al. 2014	10.3354/ame01687	parasitism	Eukaryote;Alveolata;Ciliophora;Strombidium;pollostomum	Eukaryote;Alveolata;Syndiniales;Amoebophrya	[4, 8770, 8771, 8848, 8849, 9096, 9185, 9189]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
191		Eukaryote	Alveolata	Ciliophora	Strombidium	bilobum		Eukaryote	Alveolata	Syndiniales	Euduboscquella		Coats et al. 2014	10.3354/ame01687	parasitism	Eukaryote;Alveolata;Ciliophora;Strombidium;bilobum	Eukaryote;Alveolata;Syndiniales;Euduboscquella	[4, 8770, 8771, 8848, 8849, 9096, 9185, 9189]	[4, 8770, 8771, 9360, 9376, 0, 0, 0]
192		Eukaryote	Alveolata	Ciliophora	Strombidium	compressum		Eukaryote	Alveolata	Syndiniales	Euduboscquella		Coats et al. 2014	10.3354/ame01687	parasitism	Eukaryote;Alveolata;Ciliophora;Strombidium;compressum	Eukaryote;Alveolata;Syndiniales;Euduboscquella	[4, 8770, 8771, 8848, 8849, 9096, 9185, 9189]	[4, 8770, 8771, 9360, 9376, 0, 0, 0]
193		Eukaryote	Alveolata	Ciliophora	Strombidium	constrictum		Eukaryote	Alveolata	Syndiniales	Euduboscquella		Coats et al. 2014	10.3354/ame01687	parasitism	Eukaryote;Alveolata;Ciliophora;Strombidium;constrictum	Eukaryote;Alveolata;Syndiniales;Euduboscquella	[4, 8770, 8771, 8848, 8849, 9096, 9185, 9189]	[4, 8770, 8771, 9360, 9376, 0, 0, 0]
194		Eukaryote	Alveolata	Ciliophora	Strombidium	capitatum		Eukaryote	Alveolata	Syndiniales	Euduboscquella		Coats et al. 2014	10.3354/ame01687	parasitism	Eukaryote;Alveolata;Ciliophora;Strombidium;capitatum	Eukaryote;Alveolata;Syndiniales;Euduboscquella	[4, 8770, 8771, 8848, 8849, 9096, 9185, 9189]	[4, 8770, 8771, 9360, 9376, 0, 0, 0]
195		Eukaryote	Alveolata	Ciliophora	Tintinnopsis	cylindrica	HM483397	Eukaryote	Alveolata	Dinoflagellata	Tintinnophagus	acutus	Coats et al. 2010	10.1111/j.1550-7408.2010.00504.x	parasitism	Eukaryote;Alveolata;Ciliophora;Tintinnopsis;cylindrica	Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Thoracosphaeraceae;Tintinnophagus;Tintinnophagus acutus	[4, 8770, 8771, 8848, 8849, 9096, 9097, 9115]	[4, 8770, 8771, 9217, 9219, 0, 9320, 9328]
196		Eukaryote	Alveolata	Ciliophora	Eutintinnus	fraknoii	HM483399	Eukaryote	Alveolata	Dinoflagellata	Duboscquodinium	collini	Coats et al. 2010	10.1111/j.1550-7408.2010.00504.x	parasitism	Eukaryote;Alveolata;Ciliophora;Eutintinnus;fraknoii	Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Thoracosphaeraceae;Scrippsiella;Duboscquodinium collinii	[4, 8770, 8771, 8848, 8849, 9096, 9097, 9104]	[4, 8770, 8771, 9217, 9219, 0, 9320, 9325]
197		Eukaryote	Alveolata	Ciliophora	Eutintinnus	fraknoii	HM483398	Eukaryote	Alveolata	Dinoflagellata	Duboscquodinium	collini	Coats et al. 2010	10.1111/j.1550-7408.2010.00504.x	parasitism	Eukaryote;Alveolata;Ciliophora;Eutintinnus;fraknoii	Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Thoracosphaeraceae;Scrippsiella;Duboscquodinium collinii	[4, 8770, 8771, 8848, 8849, 9096, 9097, 9104]	[4, 8770, 8771, 9217, 9219, 0, 9320, 9325]
198		Eukaryote	Alveolata	Ciliophora	Strombidium	tressum		Eukaryote	Alveolata	Syndiniales	Euduboscquella		Coats et al. 2014	10.3354/ame01687	parasitism	Eukaryote;Alveolata;Ciliophora;Strombidium;tressum	Eukaryote;Alveolata;Syndiniales;Euduboscquella	[4, 8770, 8771, 8848, 8849, 9096, 9185, 9189]	[4, 8770, 8771, 9360, 9376, 0, 0, 0]
199		Eukaryote	Alveolata	Ciliophora	Strombidinopsis	chilhorax		Eukaryote	Alveolata	Syndiniales	Euduboscquella		Coats et al. 2014	10.3354/ame01687	parasitism	Eukaryote;Alveolata;Ciliophora;Strombidinopsis;chilhorax	Eukaryote;Alveolata;Syndiniales;Euduboscquella	[4, 8770, 8771, 8848, 8849, 9096, 9097, 9113]	[4, 8770, 8771, 9360, 9376, 0, 0, 0]
200		Eukaryote	Alveolata	Ciliophora	Strombidinopsis	acuminata		Eukaryote	Alveolata	Syndiniales	Euduboscquella		Coats et al. 2014	10.3354/ame01687	parasitism	Eukaryote;Alveolata;Ciliophora;Strombidinopsis;acuminata	Eukaryote;Alveolata;Syndiniales;Euduboscquella	[4, 8770, 8771, 8848, 8849, 9096, 9097, 9113]	[4, 8770, 8771, 9360, 9376, 0, 0, 0]
201		Eukaryote	Alveolata	Ciliophora	Cyrtostrombidium	boreale		Eukaryote	Alveolata	unknown_alveolate	unknown_alveolate	unknown_alveolate	Coats et al. 2014	10.3354/ame01687	parasitism	Eukaryote;Alveolata;Ciliophora;Cyrtostrombidium;boreale	Eukaryote;Alveolata;unknown_alveolate;unknown_alveolate;unknown_alveolate	[4, 8770, 8771, 8848, 0, 0, 0, 0]	[4, 8770, 8771, 0, 0, 0, 0, 0]
202		Eukaryote	Alveolata	Ciliophora	Cyrtostrombidium	wailesi		Eukaryote	Alveolata	unknown_alveolate	unknown_alveolate	unknown_alveolate	Coats et al. 2014	10.3354/ame01687	parasitism	Eukaryote;Alveolata;Ciliophora;Cyrtostrombidium;wailesi	Eukaryote;Alveolata;unknown_alveolate;unknown_alveolate;unknown_alveolate	[4, 8770, 8771, 8848, 0, 0, 0, 0]	[4, 8770, 8771, 0, 0, 0, 0, 0]
203		Eukaryote	Alveolata	Ciliophora	Strombidinopsis	minima		Eukaryote	Alveolata	Syndiniales	Euduboscquella		Coats et al. 2014	10.3354/ame01687	parasitism	Eukaryote;Alveolata;Ciliophora;Strombidinopsis;minima	Eukaryote;Alveolata;Syndiniales;Euduboscquella	[4, 8770, 8771, 8848, 8849, 9096, 9097, 9113]	[4, 8770, 8771, 9360, 9376, 0, 0, 0]
204		Eukaryote	Alveolata	Ciliophora	Omegastrombidium	kahli		Eukaryote	Alveolata	Syndiniales	Euduboscquella		Coats et al. 2014	10.3354/ame01687	parasitism	Eukaryote;Alveolata;Ciliophora;Omegastrombidium;kahli	Eukaryote;Alveolata;Syndiniales;Euduboscquella	[4, 8770, 8771, 8848, 0, 0, 0, 0]	[4, 8770, 8771, 9360, 9376, 0, 0, 0]
205		Eukaryote	Alveolata	Ciliophora	Tiarina	fusus		Eukaryote	Alveolata	Syndiniales	Euduboscquella		Coats et al. 2014	10.3354/ame01687	parasitism	Eukaryote;Alveolata;Ciliophora;Tiarina;fusus	Eukaryote;Alveolata;Syndiniales;Euduboscquella	[4, 8770, 8771, 8848, 8849, 8863, 9022, 9029]	[4, 8770, 8771, 9360, 9376, 0, 0, 0]
206		Eukaryote	Alveolata	Ciliophora	Cyclotrichium			Eukaryote	Alveolata	Syndiniales	Amoebophrya		Coats et al. 2014	10.3354/ame01687	parasitism	Eukaryote;Alveolata;Ciliophora;Cyclotrichium	Eukaryote;Alveolata;Syndiniales;Amoebophrya	[4, 8770, 8771, 8848, 0, 0, 0, 0]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
207		Eukaryote	Alveolata	Ciliophora	Pelagostrobilidium			Eukaryote	Alveolata	Syndiniales	Euduboscquella		Coats et al. 2014	10.3354/ame01687	parasitism	Eukaryote;Alveolata;Ciliophora;Pelagostrobilidium	Eukaryote;Alveolata;Syndiniales;Euduboscquella	[4, 8770, 8771, 8848, 8849, 9096, 9097, 9108]	[4, 8770, 8771, 9360, 9376, 0, 0, 0]
208		Eukaryote	Alveolata	Dinoflagellata	Dinophysis	norvegica		Eukaryote	Alveolata	Syndiniales	Amoebophrya		Gisselson et al. 2002	10.1016/S1568-9883(02)00050-1	parasitism	Eukaryote;Alveolata;Dinoflagellata;Dinophysis;norvegica	Eukaryote;Alveolata;Syndiniales;Amoebophrya	[4, 8770, 8771, 9217, 9219, 9226, 0, 9228]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
209		Eukaryote	Alveolata	Dinoflagellata	Akashiwo	sanguinea	AF069516	Eukaryote	Alveolata	Syndiniales	Amoebophrya		Gunderson et al. 1999	10.1111/j.1550-7408.1999.tb04603.x	parasitism	Eukaryote;Alveolata;Dinoflagellata;Akashiwo;sanguinea	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Amoebophrya;Amoebophrya sp.	[4, 8770, 8771, 9217, 9219, 9232, 9247, 9248]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
210		Eukaryote	Alveolata	Dinoflagellata	Karlodinium	veneficum	AF472553	Eukaryote	Alveolata	Syndiniales	Amoebophrya		Gunderson et al. 2002	10.1111/j.1550-7408.2002.tb00230.x	parasitism	Eukaryote;Alveolata;Dinoflagellata;Karlodinium;veneficum	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Amoebophrya;Amoebophrya sp. ex Karlodinium micrum	[4, 8770, 8771, 9217, 9219, 9232, 9253, 9256]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
211		Eukaryote	Alveolata	Dinoflagellata	Gymnodinium	instriatum	AF472554	Eukaryote	Alveolata	Syndiniales	Amoebophrya		Gunderson et al. 2002	10.1111/j.1550-7408.2002.tb00230.x	parasitism	Eukaryote;Alveolata;Dinoflagellata;Gymnodinium;instriatum	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Amoebophrya;Amoebophrya sp. ex Gymnodinium instriatum	[4, 8770, 8771, 9217, 9219, 9232, 9234, 9239]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
212		Eukaryote	Alveolata	Dinoflagellata	Scrippsiella		AF472555	Eukaryote	Alveolata	Syndiniales	Amoebophrya		Gunderson et al. 2002	10.1111/j.1550-7408.2002.tb00230.x	parasitism	Eukaryote;Alveolata;Dinoflagellata;Scrippsiella	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Amoebophrya;Amoebophrya sp. ex Scrippsiella sp.	[4, 8770, 8771, 9217, 9219, 0, 9320, 9325]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
213	AF239261	Eukaryote	Alveolata	Dinoflagellata	Dinophysis	norvegica	AF239260	Eukaryote	Alveolata	Syndiniales	Amoebophrya		Janson et al. 2000	10.1007/s004360000272	parasitism	Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Dinophysiales;Dinophysis;Dinophysis norvegica	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Amoebophrya;Amoebophrya sp. 'Dinophysis'	[4, 8770, 8771, 9217, 9219, 9226, 0, 9228]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
214		Eukaryote	Alveolata	Ciliophora	Schmidingerella	arcuata	KP749831	Eukaryote	Alveolata	Syndiniales	Euduboscquella	costata	Jung et al. 2016	10.1111/jeu.12231	parasitism	Eukaryote;Alveolata;Ciliophora;Schmidingerella;arcuata	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Duboscquella;Euduboscquella costata	[4, 8770, 8771, 8848, 0, 0, 0, 0]	[4, 8770, 8771, 9360, 9376, 0, 0, 9378]
215		Eukaryote	Alveolata	Dinoflagellata	Cochlodinium	polykrikoides	KF791347	Eukaryote	Alveolata	Syndiniales	Amoebophrya		Kim & Park 2014	10.1111/jeu.12097	parasitism	Eukaryote;Alveolata;Dinoflagellata;Cochlodinium;polykrikoides	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Syndiniales Group II;Amoebophrya sp. ex Cochlodinium polykrikoides	[4, 8770, 8771, 9217, 9219, 9232, 9247, 9251]	[4, 8770, 8771, 9360, 9376, 0, 0, 0]
216		Eukaryote	Alveolata	Dinoflagellata	Cochlodinium	polykrikoides	KF791348	Eukaryote	Alveolata	Syndiniales	Amoebophrya		Kim & Park 2014	10.1111/jeu.12097	parasitism	Eukaryote;Alveolata;Dinoflagellata;Cochlodinium;polykrikoides	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Syndiniales Group II;Amoebophrya sp. ex Cochlodinium polykrikoides	[4, 8770, 8771, 9217, 9219, 9232, 9247, 9251]	[4, 8770, 8771, 9360, 9376, 0, 0, 0]
217	AY775286	Eukaryote	Alveolata	Dinoflagellata	Alexandrium	affine	AY775284	Eukaryote	Alveolata	Syndiniales	Amoebophrya		Kim et al. 2008	10.1111/j.1550-7408.2007.00295.x	parasitism	Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Alexandrium;Alexandrium affine	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Amoebophrya;Amoebophrya sp. ex Alexandrium affine	[4, 8770, 8771, 9217, 9219, 9276, 0, 9278]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
218	AY775287	Eukaryote	Alveolata	Dinoflagellata	Gonyaulax	polygramma	AY775285	Eukaryote	Alveolata	Syndiniales	Amoebophrya		Kim et al. 2008	10.1111/j.1550-7408.2007.00295.x	parasitism	Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Gonyaulax;Gonyaulax polygramma	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Amoebophrya;Amoebophrya sp. ex Gonyaulax polygramma	[4, 8770, 8771, 9217, 9219, 9276, 0, 9286]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
219		Eukaryote	Alveolata	Dinoflagellata	Alexandrium	catenella		Eukaryote	Alveolata	Syndiniales	Amoebophrya		Park et al. 2004	10.1111/j.1550-7408.2004.tb00539.x	parasitism	Eukaryote;Alveolata;Dinoflagellata;Alexandrium;catenella	Eukaryote;Alveolata;Syndiniales;Amoebophrya	[4, 8770, 8771, 9217, 9219, 9276, 0, 9278]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
220		Eukaryote	Alveolata	Dinoflagellata	Neoceratium	furca		Eukaryote	Alveolata	Syndiniales	Amoebophrya		Park et al. 2004	10.1111/j.1550-7408.2004.tb00539.x	parasitism	Eukaryote;Alveolata;Dinoflagellata;Neoceratium;furca	Eukaryote;Alveolata;Syndiniales;Amoebophrya	[4, 8770, 8771, 9217, 9219, 9276, 0, 9289]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
221		Eukaryote	Alveolata	Dinoflagellata	Cochlodinium	polykrikoides		Eukaryote	Alveolata	Syndiniales	Amoebophrya		Park et al. 2004	10.1111/j.1550-7408.2004.tb00539.x	parasitism	Eukaryote;Alveolata;Dinoflagellata;Cochlodinium;polykrikoides	Eukaryote;Alveolata;Syndiniales;Amoebophrya	[4, 8770, 8771, 9217, 9219, 9232, 9247, 9251]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
222		Eukaryote	Alveolata	Dinoflagellata	Diplopsalis	lenticula		Eukaryote	Alveolata	Syndiniales	Amoebophrya		Park et al. 2004	10.1111/j.1550-7408.2004.tb00539.x	parasitism	Eukaryote;Alveolata;Dinoflagellata;Diplopsalis;lenticula	Eukaryote;Alveolata;Syndiniales;Amoebophrya	[4, 8770, 8771, 9217, 9219, 9295, 0, 13776]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
223		Eukaryote	Alveolata	Dinoflagellata	Gonyaulax	spinifera		Eukaryote	Alveolata	Syndiniales	Amoebophrya		Park et al. 2004	10.1111/j.1550-7408.2004.tb00539.x	parasitism	Eukaryote;Alveolata;Dinoflagellata;Gonyaulax;spinifera	Eukaryote;Alveolata;Syndiniales;Amoebophrya	[4, 8770, 8771, 9217, 9219, 9276, 0, 9286]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
224		Eukaryote	Alveolata	Dinoflagellata	Gyrodinium	aureolum		Eukaryote	Alveolata	Syndiniales	Amoebophrya		Park et al. 2004	10.1111/j.1550-7408.2004.tb00539.x	parasitism	Eukaryote;Alveolata;Dinoflagellata;Gyrodinium;aureolum	Eukaryote;Alveolata;Syndiniales;Amoebophrya	[4, 8770, 8771, 9217, 9219, 9232, 0, 9246]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
225		Eukaryote	Stramenopiles	Diatomea	Bellerochea	malleus		Eukaryote	Alveolata	Dinoflagellata	Paulsenella	vonstoschii	Drebes & Schnepf 1988	10.1007/BF02365627	parasitism	Eukaryote;Stramenopiles;Diatomea;Bellerochea;malleus	Eukaryote;Alveolata;Dinoflagellata;Paulsenella;vonstoschii	[4, 8770, 9629, 9782, 9842, 0, 0, 9844]	[4, 8770, 8771, 9217, 0, 0, 0, 0]
226		Eukaryote	Stramenopiles	Diatomea	Chaetoceros	decipiens		Eukaryote	Alveolata	Dinoflagellata	Paulsenella	chaetoceratis	Drebes & Schnepf 1988	10.1007/BF02365627	parasitism	Eukaryote;Stramenopiles;Diatomea;Chaetoceros;decipiens	Eukaryote;Alveolata;Dinoflagellata;Paulsenella;chaetoceratis	[4, 8770, 9629, 9782, 9842, 0, 0, 9850]	[4, 8770, 8771, 9217, 0, 0, 0, 0]
227		Eukaryote	Stramenopiles	Diatomea	Eucampia	zodiacus		Eukaryote	Alveolata	Dinoflagellata	Paulsenella	kornmannii	Drebes & Schnepf 1988	10.1007/BF02365627	parasitism	Eukaryote;Stramenopiles;Diatomea;Eucampia;zodiacus	Eukaryote;Alveolata;Dinoflagellata;Paulsenella;kornmannii	[4, 8770, 9629, 9782, 9842, 0, 0, 13842]	[4, 8770, 8771, 9217, 0, 0, 0, 0]
228		Eukaryote	Stramenopiles	Diatomea	Lithodesmium	undulatum		Eukaryote	Alveolata	Dinoflagellata	Paulsenella	vonstoschii	Drebes & Schnepf 1988	10.1007/BF02365627	parasitism	Eukaryote;Stramenopiles;Diatomea;Lithodesmium;undulatum	Eukaryote;Alveolata;Dinoflagellata;Paulsenella;vonstoschii	[4, 8770, 9629, 9782, 9842, 0, 0, 9864]	[4, 8770, 8771, 9217, 0, 0, 0, 0]
229		Eukaryote	Stramenopiles	Diatomea	Neostreptotheca	subindica		Eukaryote	Alveolata	Dinoflagellata	Paulsenella	vonstoschii	Drebes & Schnepf 1988	10.1007/BF02365627	parasitism	Eukaryote;Stramenopiles;Diatomea;Neostreptotheca;subindica	Eukaryote;Alveolata;Dinoflagellata;Paulsenella;vonstoschii	[4, 8770, 9629, 9782, 0, 0, 0, 0]	[4, 8770, 8771, 9217, 0, 0, 0, 0]
230		Eukaryote	Stramenopiles	Diatomea	Streptotheca	thamesis		Eukaryote	Alveolata	Dinoflagellata	Paulsenella	vonstoschii	Drebes & Schnepf 1988	10.1007/BF02365627	parasitism	Eukaryote;Stramenopiles;Diatomea;Streptotheca;thamesis	Eukaryote;Alveolata;Dinoflagellata;Paulsenella;vonstoschii	[4, 8770, 9629, 9782, 0, 0, 0, 0]	[4, 8770, 8771, 9217, 0, 0, 0, 0]
231		Eukaryote	Stramenopiles	Diatomea	Guinardia	delicatula		Eukaryote	Rhizaria	Cercozoa	Cryothecomonas	aestivalis	Drebes et al. 1996	10.1007/BF02367163	parasitism	Eukaryote;Stramenopiles;Diatomea;Guinardia;delicatula	Eukaryote;Rhizaria;Cercozoa;Cryothecomonas;aestivalis	[4, 8770, 9629, 9782, 0, 0, 9934, 9935]	[4, 8770, 9387, 9388, 9514, 9517, 9518, 9519]
232		Eukaryote	Alveolata	Dinoflagellata	Alexandrium	andersonii	EU502912	Eukaryote	Alveolata	Perkinsidae	Parvilucifera	sinerae	Figueroa et al. 2008	10.1016/j.protis.2008.05.003	parasitism	Eukaryote;Alveolata;Dinoflagellata;Alexandrium;andersonii	Eukaryota;SAR;Alveolata;Protalveolata;Perkinsidae;Parvilucifera;Parvilucifera sinerae	[4, 8770, 8771, 9217, 9219, 9276, 0, 9278]	[4, 8770, 8771, 9360, 9371, 0, 0, 9374]
233		Eukaryote	Alveolata	Dinoflagellata	Alexandrium	catenella	EU502912	Eukaryote	Alveolata	Perkinsidae	Parvilucifera	sinerae	Figueroa et al. 2008	10.1016/j.protis.2008.05.003	parasitism	Eukaryote;Alveolata;Dinoflagellata;Alexandrium;catenella	Eukaryota;SAR;Alveolata;Protalveolata;Perkinsidae;Parvilucifera;Parvilucifera sinerae	[4, 8770, 8771, 9217, 9219, 9276, 0, 9278]	[4, 8770, 8771, 9360, 9371, 0, 0, 9374]
234		Eukaryote	Alveolata	Dinoflagellata	Alexandrium	insuetum	EU502912	Eukaryote	Alveolata	Perkinsidae	Parvilucifera	sinerae	Figueroa et al. 2008	10.1016/j.protis.2008.05.003	parasitism	Eukaryote;Alveolata;Dinoflagellata;Alexandrium;insuetum	Eukaryota;SAR;Alveolata;Protalveolata;Perkinsidae;Parvilucifera;Parvilucifera sinerae	[4, 8770, 8771, 9217, 9219, 9276, 0, 9278]	[4, 8770, 8771, 9360, 9371, 0, 0, 9374]
235		Eukaryote	Alveolata	Dinoflagellata	Alexandrium	margalefii	EU502912	Eukaryote	Alveolata	Perkinsidae	Parvilucifera	sinerae	Figueroa et al. 2008	10.1016/j.protis.2008.05.003	parasitism	Eukaryote;Alveolata;Dinoflagellata;Alexandrium;margalefii	Eukaryota;SAR;Alveolata;Protalveolata;Perkinsidae;Parvilucifera;Parvilucifera sinerae	[4, 8770, 8771, 9217, 9219, 9276, 0, 9278]	[4, 8770, 8771, 9360, 9371, 0, 0, 9374]
236		Eukaryote	Alveolata	Dinoflagellata	Alexandrium	minutum	EU502912	Eukaryote	Alveolata	Perkinsidae	Parvilucifera	sinerae	Figueroa et al. 2008	10.1016/j.protis.2008.05.003	parasitism	Eukaryote;Alveolata;Dinoflagellata;Alexandrium;minutum	Eukaryota;SAR;Alveolata;Protalveolata;Perkinsidae;Parvilucifera;Parvilucifera sinerae	[4, 8770, 8771, 9217, 9219, 9276, 0, 9278]	[4, 8770, 8771, 9360, 9371, 0, 0, 9374]
237		Eukaryote	Alveolata	Dinoflagellata	Alexandrium	ostenfeldii	EU502912	Eukaryote	Alveolata	Perkinsidae	Parvilucifera	sinerae	Figueroa et al. 2008	10.1016/j.protis.2008.05.003	parasitism	Eukaryote;Alveolata;Dinoflagellata;Alexandrium;ostenfeldii	Eukaryota;SAR;Alveolata;Protalveolata;Perkinsidae;Parvilucifera;Parvilucifera sinerae	[4, 8770, 8771, 9217, 9219, 9276, 0, 9278]	[4, 8770, 8771, 9360, 9371, 0, 0, 9374]
